Temp./°C,L001_S3,L001_S5,L002_S3,L002_S5,L003_S3,L003_S5,L004_S3,L004_S5,L005_S3,L005_S5,L006_S3,L006_S5,L007_S3,L007_S5,L008_S3,L008_S5,L009_S3,L009_S5,L010_S3,L010_S5,L011_S3,L011_S5,L012_S3,L012_S5,L013_S3,L013_S5,L014_S3,L014_S5,L015_S3,L015_S5,L016_S3,L016_S5,L017_S3,L017_S5,L018_S3,L018_S5,L019_S3,L019_S5,L020_S3,L020_S5,L021_S3,L021_S5,L022_S3,L022_S5,L023_S3,L023_S5,L024_S3,L024_S5,L025 BW_S3,L025 BW_S5,L026-BW_S3,L026-BW_S5,L027_S3,L027_S5,L028_S3,L028_S5,L029_S3,L029_S5,L030_S3,L030_S5,L031_S3,L031_S5,L032_S3,L032_S5,L033_S3,L033_S5,L034_S3,L034_S5,L035_S3,L035_S5,L036_S3,L036_S5,L037_S3,L037_S5,L038_S3,L038_S5,L039_S3,L039_S5,L040_S3,L040_S5,L041_S3,L041_S5,L042_S3,L042_S5,L043_S3,L043_S5,L044_S3,L044_S5,L045_S3,L045_S5,L046_S3,L046_S5,L047_S3,L047_S5,L048_S3,L048_S5,L049_S3,L049_S5,L050_S3,L050_S5,L051_S3,L051_S5,L052_S3,L052_S5,L053_S3,L053_S5,L054_S3,L054_S5,L055_S3,L055_S5,L056_S3,L056_S5,L057_S3,L057_S5,L058_S3,L058_S5,L059_S3,L059_S5,L060_S3,L060_S5,L061_S3,L061_S5,L062_S3,L062_S5,L063_S3,L063_S5,L064_S3,L064_S5,L065_S3,L065_S5,L066_S3,L066_S5,L067_S3,L067_S5,L068_S3,L068_S5,L069_S3,L069_S5,L070_S3,L070_S5,L071_S3,L071_S5,L072_S3,L072_S5,L073_S3,L073_S5,L074_S3,L074_S5,L075_S3,L075_S5,L076_S3,L076_S5,L077_S3,L077_S5,L079_S3,L079_S5,L080_S3,L080_S5,L081_S3,L081_S5,L082_S3,L082_S5,L083_S3,L083_S5,L084_S3,L084_S5,L085_S3,L085_S5,L086_S3,L086_S5,L087_S3,L087_S5,L088_S3,L088_S5,L089_S3,L089_S5,L090_S3,L090_S5,L091_S3,L091_S5,L092_S3,L092_S5,L093_S3,L093_S5,L094_S3,L094_S5,L095_S3,L095_S5,L096_S3,L096_S5,L097_S3,L097_S5,L098_S3,L098_S5,L099_S3,L099_S5,L100_S3,L100_S5,L101_S3,L101_S5,L102_S3,L102_S5,L103_S3,L103_S5,L104_S3,L104_S5,L105_S3,L105_S5,L106_S3,L106_S5,L107_S3,L107_S5,L108_S3,L108_S5,L109_S3,L109_S5,L110_S3,L110_S5,L111_S3,L111_S5,L112_S3,L112_S5,L113_S3,L113_S5,L114_S3,L114_S5,L115_S3,L115_S5,L116_S3,L116_S5,L117_S3,L117_S5,L118_S3,L118_S5,L119_S3,L119_S5,L120_S3,L120_S5,L121_S3,L121_S5,L122_S3,L122_S5,L123_S3,L123_S5,L124_S3,L124_S5,L125_S3,L125_S5,L126_S3,L126_S5,L127_S3,L127_S5,L128_S3,L128_S5,L129_S3,L129_S5,L130_S3,L130_S5,L131_S3,L131_S5,L132_S3,L132_S5,L133_S3,L133_S5,L134_S3,L134_S5,L135_S3,L135_S5,L136_S3,L136_S5,L137_S3,L137_S5,L138_S3,L138_S5,L139_S3,L139_S5,L140_S3,L140_S5,L141_S3,L141_S5,L142_S3,L142_S5,L143_S3,L143_S5,L144_S3,L144_S5,L145_S3,L145_S5,L146_S3,L146_S5,L147_S3,L147_S5,L148_S3,L148_S5,L149_S3,L149_S5,L150_S3,L150_S5,L151_S3,L151_S5,L152_S3,L152_S5,L153_S3,L153_S5,L154_S3,L154_S5,L155_S3,L155_S5,L156_S3,L156_S5,L157_S3,L157_S5,L158_S3,L158_S5,L159_S3,L159_S5,L160_S3,L160_S5,L161_S3,L161_S5,L162_S3,L162_S5,L163_S3,L163_S5,L164_S3,L164_S5,L165_S3,L165_S5,L166_S3,L166_S5,L167_S3,L167_S5,L168_S3,L168_S5,L169_S3,L169_S5,L170_S3,L170_S5,L171_S3,L171_S5,L172_S3,L172_S5,L173_S3,L173_S5,L174_S3,L174_S5,L175_S3,L175_S5,L176_S3,L176_S5,L178_S3,L178_S5,L179_S3,L179_S5,L180_S3,L180_S5,L181_S3,L181_S5,L182_S3,L182_S5,L183_S3,L183_S5,L184_S3,L184_S5,L185_S3,L185_S5,L186_S3,L186_S5,L187_S3,L187_S5,L188_S3,L188_S5,L189_S3,L189_S5,L190_S3,L190_S5,L191_S3,L191_S5,L192_S3,L192_S5,L193_S3,L193_S5,L194_S3,L194_S5,L195_S3,L195_S5,L196_S3,L196_S5,L197_S3,L197_S5,L198_S3,L198_S5,L199_S3,L199_S5,L200_S3,L200_S5,L201_S3,L201_S5,L202_S3,L202_S5,L203_S3,L203_S5,L204_S3,L204_S5,L205_S3,L205_S5,L206_S3,L206_S5,L207_S3,L207_S5,L208_S3,L208_S5,L209_S3,L209_S5,L210_S3,L210_S5,L211_S3,L211_S5,L212_S3,L212_S5,L213_S3,L213_S5,L214_S3,L214_S5,L215_S3,L215_S5,L216_S3,L216_S5,L217_S3,L217_S5,L218_S3,L218_S5,L219_S3,L219_S5,L220_S3,L220_S5,L221_S3,L221_S5,L222_S3,L222_S5,L223_S3,L223_S5,L224_S3,L224_S5,L225_S3,L225_S5,L226_S3,L226_S5,L227_S3,L227_S5,L228_S3,L228_S5,L229_S3,L229_S5,L230_S3,L230_S5,L231_S3,L231_S5,L232_S3,L232_S5,L233_S3,L233_S5,L234_S3,L234_S5,L235_S3,L235_S5,L236_S3,L236_S5,L237_S3,L237_S5,L238_S3,L238_S5,L239_S3,L239_S5,L240_S3,L240_S5,L241_S3,L241_S5,L242_S3,L242_S5,L243_S3,L243_S5,L244_S3,L244_S5,L245_S3,L245_S5,L246_S3,L246_S5,L247_S3,L247_S5,L248_S3,L248_S5,L249_S3,L249_S5,L250_S3,L250_S5,L251_S3,L251_S5,L252_S3,L252_S5,L259_S3,L259_S5,L260_S3,L260_S5,L261_S3,L261_S5,L262_S3,L262_S5,L263_S3,L263_S5,L264_S3,L264_S5,L265_S3,L265_S5,L266_S3,L266_S5,L267_S3,L267_S5,L268_S3,L268_S5,L269_S3,L269_S5,L270_S3,L270_S5,L271_S3,L271_S5,L272_S3,L272_S5,L273_S3,L273_S5,L274_S3,L274_S5,L275_S3,L275_S5,L276_S3,L276_S5,L277_S3,L277_S5,L278_S3,L278_S5,L279_S3,L279_S5,L280_S3,L280_S5,L281_S3,L281_S5,L282_S3,L282_S5,L283_S3,L283_S5,L284_S3,L284_S5,L285_S3,L285_S5,L286_S3,L286_S5,L287_S3,L287_S5,L288_S3,L288_S5,L289_S3,L289_S5,L290_S3,L290_S5,L291_S3,L291_S5,L292_S3,L292_S5,L293_S3,L293_S5,L294_S3,L294_S5,L295_S3,L295_S5,L296_S3,L296_S5,L297_S3,L297_S5,L298_S3,L298_S5,L299_S3,L299_S5,L300_S3,L300_S5,L322_S3,L322_S5,L323_S3,L323_S5,L324_S3,L324_S5,L325_S3,L325_S5,L326_S3,L326_S5,L327_S3,L327_S5,L328_S3,L328_S5,L329_S3,L329_S5,L330_S3,L330_S5,L331_S3,L331_S5,L332_S3,L332_S5,L333_S3,L333_S5,L334_S3,L334_S5,L335_S3,L335_S5,L336_S3,L336_S5,L337_S3,L337_S5,L338_S3,L338_S5,L339_S3,L339_S5,L340_S3,L340_S5,L341_S3,L341_S5,L342_S3,L342_S5,L343_S3,L343_S5,L344_S3,L344_S5,L345_S3,L345_S5,L346_S3,L346_S5,L347_S3,L347_S5,L348_S3,L348_S5,L349_S3,L349_S5,L350_S3,L350_S5,L351_S3,L351_S5,L352_S3,L352_S5,L353_S3,L353_S5,L354_S3,L354_S5,L355_S3,L355_S5,L356_S3,L356_S5,L357_S3,L357_S5,L358_S3,L358_S5,L359_S3,L359_S5,L360_S3,L360_S5,L361_S3,L361_S5,L362_S3,L362_S5,L363_S3,L363_S5,L364_S3,L364_S5,L365_S3,L365_S5,L366_S3,L366_S5,L367_S3,L367_S5,L368_S3,L368_S5,L369_S3,L369_S5,L370_S3,L370_S5,L371_S3,L371_S5,L372_S3,L372_S5,L373_S3,L373_S5,L374_S3,L374_S5,L375_S3,L375_S5,L376_S3,L376_S5,L377_S3,L377_S5,L378_S3,L378_S5,L379_S3,L379_S5,L380_S3,L380_S5,L381_S3,L381_S5,L382_S3,L382_S5,L383_S3,L383_S5,L384_S3,L384_S5,L385_S3,L385_S5,L386_S3,L386_S5,L387_S3,L387_S5
-24,-0.21989,0.16598,-0.20426,0.15589,-0.21713,0.159,-0.19927,0.16244,-0.22834,0.17739,-0.20495,0.15898,-0.24882,0.19158,-0.17212,0.12865,-0.217,0.16992,-0.19151,0.15554,-0.19845,0.15157,-0.16943,0.14376,-0.1742,0.14902,-0.20372,0.16146,-0.19721,0.16681,-0.1942,0.16578,-0.15609,0.10767,-0.20523,0.16858,-0.1901,0.16563,-0.19625,0.16665,-0.19182,0.16301,-0.18774,0.1617,-0.17721,0.15145,-0.17934,0.1474,-0.14645,0.13981,-0.1482,0.13958,-0.19793,0.16078,-0.21355,0.17867,-0.22093,0.18095,-0.2156,0.175,-0.20797,0.18086,-0.17662,0.14602,-0.22049,0.18128,-0.20223,0.16797,-0.22532,0.1854,-0.21841,0.18573,-0.19888,0.16564,-0.18425,0.16044,-0.16887,0.13685,-0.20077,0.16254,-0.19724,0.1707,-0.16396,0.1359,-0.14082,0.11849,-0.17211,0.14144,-0.17679,0.13865,-0.05183385,0.0319907,-0.18716,0.1539,-0.17388,0.14206,-0.17643,0.14614,-0.16601,0.13805,-0.15909,0.14272,-0.1445,0.11184,-0.17491,0.14636,-0.16712,0.13586,-0.15864,0.14315,-0.16591,0.14693,-0.15552,0.13903,-0.15278,0.13235,-0.16868,0.14829,-0.16453,0.1434,-0.16158,0.13676,-0.1671,0.14376,-0.24617,0.22835,-0.1318,0.11664,-0.17429,0.14783,-0.27904,0.25729,-0.14416,0.14537,-0.14184,0.14279,-0.11831,0.12419,-0.12968,0.13304,-0.13249,0.13756,-0.11029,0.11765,-0.10049,0.10671,-0.10627,0.11672,-0.13349,0.13758,-0.13805,0.14222,-0.13546,0.13811,-0.12946,0.1274,-0.1094,0.1117,-0.11817,0.12049,-0.11283,0.1166,-0.15181,0.15242,-0.12536,0.13229,-0.15073,0.15778,-0.12967,0.14971,-0.14892,0.1491,-0.16982,0.17528,-0.16667,0.17542,-0.1518,0.16874,-0.14347,0.14609,-0.15049,0.15871,-0.15461,0.15628,-0.14003,0.14627,-0.14274,0.1488,-0.14636,0.15385,-0.18609,0.19381,-0.16475,0.181,-0.30815,0.30137,-0.15979,0.16596,-0.11071,0.12393,-0.1249,0.1355,-0.12571,0.13887,-0.10858,0.12084,-0.11406,0.12132,-0.10338,0.11587,-0.13785,0.14327,-0.12332,0.12531,-0.11082,0.1245,-0.12755,0.13589,-0.1439,0.15036,-0.13533,0.1455,-0.1423,0.14927,-0.11784,0.12818,-0.13741,0.1459,-0.1449,0.14909,-0.13155,0.13948,-0.14338,0.14761,-0.10702,0.11456,-0.14298,0.14225,-0.19078,0.18349,-0.21759,0.20372,-0.19583,0.18754,-0.18665,0.18004,-0.21655,0.20148,-0.19357,0.19085,-0.20878,0.20073,-0.19611,0.18716,-0.23853,0.2203,-0.22201,0.20392,-0.23526,0.21972,-0.18674,0.18353,-0.20611,0.19553,-0.18676,0.18037,-0.20573,0.19264,-0.1659,0.15981,-0.17541,0.1772,-0.21333,0.18661,-0.192,0.17711,-0.23522,0.2085,-0.20998,0.19653,-0.18652,0.1785,-0.19334,0.18336,-0.20776,0.18992,-0.16399,0.15152,-0.21093,0.20435,-0.22036,0.20002,-0.21534,0.19976,-0.21362,0.18782,-0.22833,0.19875,-0.21288,0.19524,-0.2014,0.1818,-0.21054,0.18877,-0.20665,0.18314,-0.21443,0.18807,-0.21065,0.19954,-0.21418,0.2031,-0.23728,0.21318,-0.22895,0.20732,-0.18263,0.16713,-0.23078,0.20445,-0.22729,0.21058,-0.21398,0.19864,-0.21328,0.19917,-0.23717,0.20815,-0.19744,0.17899,-0.19936,0.18166,-0.19622,0.18296,-0.20063,0.18286,-0.19713,0.18387,-0.21371,0.19023,-0.19368,0.18022,-0.19715,0.18243,-0.19607,0.18674,-0.22406,0.1976,-0.19328,0.18004,-0.22923,0.20355,-0.22601,0.20203,-0.20985,0.18443,-0.2331,0.21457,-0.24556,0.22441,-0.1906,0.1843,-0.1912,0.19678,-0.22224,0.20803,-0.08028965,0.11233,-0.21191,0.18964,-0.21265,0.19857,-0.22798,0.20571,-0.19546,0.20698,-0.20595,0.20249,-0.21225,0.19911,-0.20437,0.19191,-0.22971,0.21005,-0.19631,0.19486,-0.16315,0.17089,-0.21432,0.20167,-0.19616,0.17961,-0.17154,0.19048,-0.15873,0.16976,-0.20043,0.19329,-0.17423,0.17415,-0.18763,0.1768,-0.21114,0.19202,-0.2013,0.19943,-0.21736,0.2031,-0.19283,0.1961,-0.18118,0.19237,-0.22228,0.21173,-0.17638,0.19904,-0.21592,0.20629,-0.21428,0.19505,-0.17854,0.18293,-0.18044,0.18562,-0.17609,0.18853,-0.21457,0.20838,-0.19427,0.19511,-0.22368,0.20879,-0.21047,0.18956,-0.1725,0.18054,-0.15175,0.16843,-0.17872,0.17349,-0.20968,0.20068,-0.20635,0.19877,-0.17878,0.17358,-0.19004,0.19325,-0.2043,0.19636,-0.20261,0.1934,-0.19617,0.20554,-0.17188,0.18412,-0.20331,0.21338,-0.20163,0.19964,-0.19397,0.2057,-0.21841,0.19803,-0.17565,0.16862,-0.18551,0.17504,-0.17766,0.16877,-0.14674,0.15206,-0.16072,0.16622,-0.15804,0.16916,-0.15693,0.16638,-0.17507,0.17033,-0.16518,0.16881,-0.17135,0.16797,-0.16665,0.16627,-0.17461,0.17225,-0.186,0.18058,-0.17193,0.16594,-0.16483,0.17112,-0.13684,0.1427,-0.15095,0.15472,-0.16201,0.15851,-0.30314,0.2837,-0.27254,0.27361,-0.31001,0.32167,-0.33857,0.30236,-0.26315,0.29083,-0.30629,0.31209,-0.18955,0.17953,-0.18707,0.18315,-0.17259,0.16682,-0.22342,0.19503,-0.15645,0.15957,-0.20337,0.18601,-0.17436,0.16822,-0.15826,0.16318,-0.17501,0.17155,-0.14398,0.16295,-0.14049,0.15227,-0.14334,0.1528,-0.14501,0.16103,-0.1711,0.16305,-0.15813,0.15647,-0.15141,0.16296,-0.15428,0.16894,-0.13518,0.15204,-0.14933,0.15179,-0.17627,0.16966,-0.17218,0.16685,-0.15124,0.15164,0.43186,-0.34252,-0.17583,0.17298,-0.16767,0.16521,-0.17687,0.1685,-0.17504,0.16963,-0.1722,0.18207,-0.17416,0.16787,-0.17971,0.18048,-0.15495,0.15349,-0.15172,0.15949,-0.17717,0.17726,-0.18006,0.1813,-0.16591,0.16799,-0.1542,0.16059,-1.7933,1.62679,-1.8119,1.66554,-1.68591,1.48781,-0.99628,1.21949,-1.71895,1.55341,-1.87586,1.7133,-2.05923,2.07235,-2.61144,2.04867,-2.0523,1.8576,-1.16052,1.02136,-1.20869,0.94853,-1.19642,0.93742,-1.22498,1.13731,-1.40543,1.13387,-1.50319,1.571,-1.7248,1.514,-2.08791,1.85395,-2.02409,1.70599,-1.83308,1.70517,-1.34484,1.27097,-1.08116,1.26143,-1.48885,1.42956,-1.59304,1.62371,-1.23507,1.33432,-0.78347,1.11122,-1.13725,1.40545,-1.26631,1.17873,-1.63317,1.41675,-0.56451,0.53535,-0.91441,1.13887,-0.3254,0.67253,-1.70492,1.5628,-1.56535,1.40395,-0.92616,1.06207,-1.32255,1.33949,-1.39594,1.18971,-1.93419,1.59492,-2.2888,1.81658,-1.99912,1.67966,-1.34434,1.55266,-1.3815,1.45764,-2.17721,1.89626,-1.69596,1.69954,-2.04869,1.77815,-2.04866,1.93023,-1.53607,1.74044,-1.19703,1.34035,-1.61037,1.79466,-1.86681,1.7914,-1.03429,1.26133,-1.89773,1.95339,-1.84556,1.74905,-2.51496,2.07807,-1.86418,1.79375,-0.19297,0.18531,-0.18868,0.17671,-0.18469,0.18864,-0.16839,0.17923,-0.15085,0.16501,-0.1932,0.17974,-0.20575,0.19352,-0.18067,0.17461,-0.21344,0.19298,-0.19186,0.18028,-0.20261,0.19231,-0.2092,0.19564
-23,-0.22134,0.16647,-0.20408,0.15648,-0.21732,0.15971,-0.20029,0.16288,-0.22837,0.17797,-0.20502,0.15965,-0.24939,0.19234,-0.17247,0.12905,-0.21752,0.17126,-0.19177,0.15602,-0.19877,0.15244,-0.16955,0.14433,-0.1747,0.14936,-0.2046,0.16188,-0.19777,0.16755,-0.19509,0.16659,-0.15635,0.10834,-0.2059,0.16942,-0.19067,0.16592,-0.1971,0.16724,-0.19228,0.16341,-0.18822,0.16235,-0.17779,0.15178,-0.17982,0.14807,-0.1469,0.14065,-0.14869,0.14005,-0.19882,0.16177,-0.21414,0.17962,-0.22138,0.18138,-0.21624,0.17573,-0.20911,0.1816,-0.17741,0.14654,-0.22114,0.18182,-0.20296,0.1685,-0.22587,0.18515,-0.21927,0.18681,-0.20025,0.16632,-0.18535,0.16123,-0.16896,0.13759,-0.20148,0.16303,-0.19792,0.171,-0.16454,0.13634,-0.14124,0.11914,-0.17257,0.14206,-0.17784,0.1391,-0.05314086,0.03292612,-0.18864,0.15387,-0.17511,0.14216,-0.17753,0.14628,-0.16693,0.13877,-0.16039,0.14335,-0.14582,0.11229,-0.17565,0.14703,-0.16815,0.13661,-0.15938,0.14368,-0.16685,0.1477,-0.15609,0.13941,-0.15309,0.13309,-0.16935,0.14859,-0.16569,0.14384,-0.16239,0.13744,-0.1674,0.14452,-0.24687,0.22847,-0.13243,0.11691,-0.17443,0.14867,-0.27954,0.25751,-0.14503,0.14565,-0.14242,0.14314,-0.11893,0.12471,-0.1303,0.13377,-0.1333,0.13789,-0.11055,0.11794,-0.10121,0.10746,-0.10663,0.11716,-0.13394,0.13775,-0.13876,0.14223,-0.13607,0.13862,-0.12968,0.1278,-0.1096,0.11166,-0.11844,0.12097,-0.11312,0.11682,-0.15229,0.15289,-0.12622,0.13252,-0.1516,0.15806,-0.13076,0.14957,-0.15005,0.14959,-0.17109,0.17612,-0.16808,0.17556,-0.15293,0.16943,-0.14388,0.14621,-0.15104,0.15866,-0.15486,0.15693,-0.1408,0.14621,-0.1437,0.14975,-0.1466,0.15388,-0.18733,0.19424,-0.16638,0.18196,-0.30896,0.30192,-0.16127,0.16628,-0.11146,0.1242,-0.12572,0.13522,-0.12654,0.13929,-0.10937,0.12096,-0.11425,0.12174,-0.10459,0.1159,-0.1391,0.14342,-0.12344,0.12551,-0.11179,0.12443,-0.12779,0.13634,-0.14441,0.1507,-0.13569,0.14605,-0.14213,0.14935,-0.11875,0.12856,-0.13747,0.14629,-0.146,0.14939,-0.13269,0.13994,-0.14413,0.14828,-0.10593,0.11458,-0.1428,0.14258,-0.19138,0.18427,-0.21931,0.20423,-0.19705,0.18804,-0.18765,0.18044,-0.21787,0.20189,-0.19424,0.19136,-0.20971,0.20103,-0.1975,0.18749,-0.23907,0.2205,-0.22305,0.20481,-0.23619,0.21989,-0.18671,0.1839,-0.20683,0.19477,-0.18806,0.18062,-0.20697,0.19281,-0.1664,0.1601,-0.17602,0.17752,-0.21408,0.18714,-0.19152,0.17778,-0.23592,0.20941,-0.21064,0.19685,-0.1875,0.17939,-0.1943,0.18358,-0.2085,0.19105,-0.16507,0.15197,-0.2119,0.20514,-0.22114,0.20139,-0.21511,0.19982,-0.21396,0.18835,-0.23011,0.19923,-0.21345,0.19593,-0.20215,0.1825,-0.21124,0.18916,-0.20776,0.18383,-0.21512,0.18872,-0.21141,0.20012,-0.21538,0.20328,-0.23779,0.21501,-0.22961,0.20798,-0.1834,0.16798,-0.23105,0.20608,-0.22801,0.21051,-0.21472,0.19861,-0.21414,0.19968,-0.23794,0.20819,-0.19772,0.17912,-0.20007,0.18276,-0.19649,0.18362,-0.2011,0.18339,-0.19822,0.18381,-0.21441,0.19117,-0.19436,0.18041,-0.19801,0.18236,-0.19662,0.1871,-0.22619,0.19759,-0.19383,0.1798,-0.22992,0.20395,-0.22661,0.20314,-0.21039,0.18513,-0.23293,0.21491,-0.24628,0.22469,-0.19086,0.18433,-0.1925,0.19658,-0.22351,0.20845,-0.08147934,0.11217,-0.21274,0.19027,-0.21385,0.19918,-0.22806,0.20653,-0.19645,0.20702,-0.20703,0.20283,-0.21295,0.19935,-0.20498,0.19243,-0.23034,0.21053,-0.19696,0.19529,-0.16412,0.17124,-0.21491,0.20194,-0.19689,0.18059,-0.17278,0.19093,-0.15955,0.16985,-0.20086,0.19385,-0.17555,0.17479,-0.18799,0.17709,-0.21169,0.19181,-0.20164,0.19991,-0.21828,0.20389,-0.19318,0.19639,-0.18174,0.19257,-0.22267,0.21185,-0.17701,0.19916,-0.21678,0.20724,-0.21483,0.1956,-0.17963,0.18377,-0.18083,0.1859,-0.17655,0.18869,-0.21548,0.20894,-0.19481,0.19586,-0.22396,0.20943,-0.21073,0.19032,-0.17313,0.18099,-0.15197,0.16845,-0.17936,0.12953,-0.21044,0.20146,-0.20731,0.19889,-0.1802,0.1757,-0.19117,0.19383,-0.20515,0.19699,-0.20119,0.19381,-0.19725,0.2059,-0.17277,0.18449,-0.20417,0.21368,-0.20242,0.2001,-0.195,0.20606,-0.21784,0.19892,-0.17589,0.16919,-0.18505,0.17542,-0.17831,0.16933,-0.14745,0.15273,-0.16161,0.16647,-0.15904,0.16937,-0.15767,0.16657,-0.17545,0.17103,-0.16474,0.16884,-0.17145,0.16857,-0.16707,0.16677,-0.17463,0.17259,-0.18599,0.18106,-0.17294,0.16689,-0.16538,0.17126,-0.13761,0.14306,-0.15174,0.15506,-0.16223,0.15904,-0.30456,0.28555,-0.27427,0.27473,-0.31199,0.32291,-0.33971,0.30377,-0.26519,0.29143,-0.30843,0.31385,-0.19014,0.17995,-0.18773,0.18386,-0.1734,0.1675,-0.22387,0.19624,-0.15699,0.16009,-0.2034,0.18674,-0.17469,0.16873,-0.15887,0.16351,-0.17494,0.1722,-0.1446,0.1631,-0.14092,0.15248,-0.14369,0.15308,-0.14548,0.16114,-0.17171,0.16364,-0.15863,0.15699,-0.15199,0.16306,-0.15536,0.16888,-0.13572,0.1521,-0.14951,0.15218,-0.17678,0.17046,-0.17254,0.16731,-0.15162,0.15196,0.43091,-0.34308,-0.17648,0.1734,-0.16836,0.16551,-0.1777,0.16886,-0.17557,0.16977,-0.17301,0.18227,-0.17439,0.1681,-0.18041,0.18084,-0.15544,0.15415,-0.15256,0.15977,-0.17786,0.17773,-0.18094,0.18159,-0.16618,0.16816,-0.15479,0.16087,-1.80278,1.63813,-1.81959,1.67348,-1.68825,1.49225,-1.00507,1.22715,-1.72181,1.55136,-1.88474,1.72342,-2.06753,2.0817,-2.61,2.06667,-2.05578,1.86819,-1.16918,1.03078,-1.21428,0.96234,-1.20079,0.94923,-1.22932,1.14325,-1.40493,1.13564,-1.50739,1.57526,-1.72953,1.52038,-2.09345,1.86293,-2.0273,1.71483,-1.84326,1.71095,-1.35298,1.26866,-1.08594,1.26122,-1.49014,1.42525,-1.5977,1.62615,-1.23896,1.33308,-0.79036,1.11567,-1.14371,1.40358,-1.2719,1.1914,-1.63742,1.41666,-0.56869,0.53688,-0.91967,1.13675,-0.33157,0.67101,-1.72302,1.57429,-1.57131,1.41859,-0.93283,1.06919,-1.32857,1.34057,-1.39851,1.19395,-1.93937,1.60802,-2.29158,1.82972,-2.00573,1.68911,-1.35079,1.54791,-1.38912,1.46131,-2.18271,1.90482,-1.70596,1.70159,-2.05808,1.79118,-2.05518,1.93603,-1.53712,1.73986,-1.20449,1.33896,-1.61816,1.78747,-1.87381,1.80041,-1.04236,1.26054,-1.90251,1.95016,-1.85197,1.75693,-2.52103,2.09073,-1.87357,1.7977,-0.1938,0.18572,-0.18935,0.17717,-0.18562,0.18901,-0.16931,0.17957,-0.1517,0.16534,-0.19402,0.18038,-0.20662,0.19412,-0.18135,0.1753,-0.21442,0.19361,-0.19282,0.18083,-0.20349,0.19302,-0.21002,0.19661
