Probe,"[-25, -5)","[-5, 15)","[15, 35)","[35, 55)","[55, 75)","[75, 95)","[95, 115)","[115, 135)","[135, 155)","[155, 175)","[175, 195)","[195, 215)","[215, 235)","[235, 255)","[255, 275)"
L119_S5,-0.5208632187231889,-0.524295022084062,-0.5284192297727113,-0.5316909962387009,-0.536288474249301,-0.5391961475515861,-0.5366836731346956,-0.4901891919012637,-0.5551696404146335,-0.5591340223846724,-0.5638878822972959,-0.5671831168992651,-0.5699196009543359,-0.5731197616786174,-0.5767326417941202
L120_S5,-0.4653411004743137,-0.4690822210343833,-0.47274225907587913,-0.47609177709350503,-0.48084527809869326,-0.4837899212920805,-0.4833372412273412,-0.4544468170139859,-0.4946021154889133,-0.49775270449622605,-0.5000289931954959,-0.5008888683110624,-0.5007910977727252,-0.5025328897241127,-0.501096675083985
L121_S5,-0.3800447555473762,-0.3821260372486501,-0.3812525621137826,-0.3836747747838773,-0.38562928505053234,-0.38702410617558464,-0.39151589492792116,-0.3937916719694219,-0.38838795725093084,-0.3871380163137741,-0.38557779294506767,-0.38252906478052906,-0.3776890266188469,-0.3684571125043044,-0.35933234781135165
L122_S5,-0.3401913994921518,-0.34113114058004407,-0.3382166364139948,-0.3407472634832545,-0.3428024316728266,-0.3442378737897252,-0.3505448603890072,-0.36618734193640345,-0.3383706403832178,-0.3335300903991797,-0.328237915641692,-0.3227278123383508,-0.3157436719580563,-0.30792238336739397,-0.29590916648266147
L123_S5,-0.3715483500772791,-0.37128063295488106,-0.3693036883641068,-0.3708332560041519,-0.3725140624048358,-0.3743248543281126,-0.3800479711968583,-0.3868068742477198,-0.37588976663450174,-0.37534119820691175,-0.37458472937847875,-0.37418228033795004,-0.36785123120795443,-0.3567318110603035,-0.34720063235348764
L124_S5,-0.38766902697824435,-0.3890786180956591,-0.38892353212327885,-0.39071239838715005,-0.39062821331904074,-0.3906413747336055,-0.3916385060448979,-0.38072576214890924,-0.3937375429659917,-0.39269217283963725,-0.3911641425806716,-0.3886849367346332,-0.38385375528803634,-0.37764850811203116,-0.3689159104100333
L125_S5,-0.34350509986863614,-0.3430350302714123,-0.339892654163744,-0.3404145726715277,-0.3397981787671155,-0.33903789703272397,-0.3424737187134492,-0.3513145482949315,-0.33198404042382057,-0.3261377629153032,-0.3190315857799732,-0.3103126415703262,-0.2992071094337031,-0.28803126056503137,-0.27332061987156303
L126_S5,-0.3657419617903139,-0.3682336778868508,-0.3678140930250535,-0.3706929020679547,-0.37277574220274823,-0.3738697337979979,-0.37768732876568195,-0.3767201049488431,-0.37817087058001503,-0.3781979683005494,-0.3778029351045308,-0.37613554790425163,-0.3723571805814932,-0.3670339286682693,-0.3586441823350288
L127_S5,-0.3462349918788839,-0.3490512119618598,-0.34843329809873547,-0.35036584002437654,-0.35000791152760335,-0.34885117812191063,-0.35094069751356805,-0.35623315218953683,-0.3436686618540852,-0.3409766245090186,-0.3377810624495712,-0.3331952421661708,-0.32692510188498586,-0.32008862852127756,-0.3105770926656283
L128_S5,-0.3728591072147839,-0.37362528865549016,-0.3732105312294084,-0.3760826664943932,-0.3770723556587948,-0.3775098809464015,-0.38056339200340883,-0.37879263529864615,-0.3806598684624355,-0.38150052721367,-0.3824389797848963,-0.38236879262371454,-0.37982518039593194,-0.375240043158741,-0.3682635713359486
L129_S5,-0.30731307088783016,-0.3084925090409879,-0.30647398412004795,-0.30807771887754115,-0.30755753940753944,-0.3069931628315812,-0.3118557549716055,-0.33149244299496927,-0.2984910176199638,-0.29563318641841424,-0.29244469955126573,-0.2891377684384713,-0.28454123390163727,-0.2798684801977723,-0.2712747830270937
L130_S5,-0.3384093014495069,-0.3381070468195471,-0.3345069196384721,-0.3352249425615186,-0.3344700404302656,-0.33207626881624847,-0.33330059070259377,-0.34835003051800245,-0.31882942879400744,-0.31462977712886814,-0.30972501277951625,-0.3041070299813486,-0.29715245861686296,-0.2892735054304595,-0.2782467501792967
L131_S5,-0.3098057587983111,-0.3132705223154351,-0.31184723101972295,-0.31512747183332485,-0.3165331564759369,-0.3176374270071712,-0.3233418433125908,-0.34300639217724743,-0.31185270470661774,-0.30986849363947205,-0.30705052583798037,-0.30301196849611806,-0.29740472968428755,-0.29204080733386106,-0.28371848673778083
L132_S5,-0.3817184758547828,-0.3855817524953747,-0.3875998438100122,-0.3923654558579176,-0.39588038010165794,-0.3985369396932067,-0.4019287575659863,-0.39677422446482274,-0.40218834965326283,-0.4025763870095527,-0.4018243989266497,-0.40028137732227986,-0.39700678063422323,-0.3923585423232723,-0.3838383533255663
L133_S5,-0.35819130542489064,-0.36210776192024385,-0.36345145182546673,-0.3672256400144896,-0.369757139114571,-0.3718989066550239,-0.37593822820189593,-0.3757784001897135,-0.3731511323317793,-0.37168427358973744,-0.36959021523398533,-0.3664173706715893,-0.36158559411179503,-0.3560407458322287,-0.3478529714275724
L134_S5,-0.38723756090022016,-0.38894419360736365,-0.3896950889905131,-0.3928896171628517,-0.3952109862960303,-0.39721733528362835,-0.4009826841325234,-0.39512380401222796,-0.40240360991076907,-0.4030027585301834,-0.4034707922372862,-0.4024793954728797,-0.40007284437676904,-0.39676265768766955,-0.39025202570955947
L135_S5,-0.3619558980772248,-0.3604745501100692,-0.35858484573572114,-0.3596387300189387,-0.3606591234310209,-0.36161252900042173,-0.36456642553167284,-0.3682018687322021,-0.3563166343226954,-0.35349511888988966,-0.3512769967041761,-0.34829872177140514,-0.34430153300919586,-0.33956237529480293,-0.3298957336891235
L136_S5,-0.42672488649114915,-0.4241707251591826,-0.4215536978078593,-0.4214187206507464,-0.420333091024007,-0.4182084419598321,-0.41582695473292847,-0.39948625618314443,-0.41072018586712367,-0.40451326257006487,-0.3983415513143286,-0.39531294046102855,-0.3908342897783438,-0.3868893198251758,-0.38083416022122885
L137_S5,-0.39430358475146454,-0.39715597527330343,-0.3982660600162397,-0.4013940260376178,-0.4029415140033926,-0.40375734376304967,-0.40591437572647837,-0.3966928245192872,-0.4071286953350418,-0.4071936588657946,-0.4066352676409745,-0.4059935401525921,-0.40359377225934817,-0.40026359869458283,-0.39426458276022247
L138_S5,-0.3720963733422577,-0.36968948595056755,-0.3655342093803706,-0.3667690565306874,-0.366853337486123,-0.366559207078185,-0.3696782495073591,-0.3722002145599148,-0.3615475404281045,-0.3592717652984349,-0.3585009182542077,-0.3587416765407953,-0.3580794143839269,-0.35808277135765093,-0.3565968527237995
L139_S5,-0.39258692232254844,-0.39270533592273227,-0.3919660529026267,-0.3946414422183506,-0.3967793768267443,-0.3989716329104796,-0.40242752748010796,-0.39833690844917563,-0.4028185793045169,-0.40352136222036233,-0.4048926409171492,-0.4074762549826303,-0.4092935459458073,-0.41158824956081097,-0.41170756234987915
L140_S5,-0.3286890455163886,-0.3267166289541855,-0.3224947157875551,-0.32241201439842604,-0.32183259444785445,-0.3203436374124489,-0.32462471888836636,-0.34489516336856607,-0.309026493036773,-0.30595833508309955,-0.30150667929320146,-0.2972855943415564,-0.2932775750212202,-0.3047506296473414,-0.3137007071107593
L141_S5,-0.3553039589691079,-0.3558894862712025,-0.3545709660795894,-0.3554350429915991,-0.3566132161039421,-0.3582616326018576,-0.36314126051150447,-0.37046498218801954,-0.3550291651779905,-0.3545339443784852,-0.3535930141815841,-0.35361691511279875,-0.352181704936873,-0.3509630509385971,-0.3468856585671447
L142_S5,-0.3900226642095516,-0.3905271105409652,-0.3883669408109619,-0.39016484475951635,-0.3919940130384677,-0.3929839789702998,-0.39606461599601045,-0.39335103992891807,-0.39106111314832814,-0.38954171610085925,-0.38860353184474233,-0.3862903285985812,-0.38495132848600083,-0.38469068325796774,-0.3808207253203895
L143_S5,-0.3812604265586813,-0.38056689607488314,-0.3778764433363473,-0.3792310998532869,-0.37968408886763727,-0.38250885294503967,-0.38711097702171837,-0.3883427498667765,-0.3822583600324346,-0.3823063451160385,-0.3829193449057299,-0.3839991473223454,-0.3850926002837587,-0.3886903468057139,-0.38934218436938867
L144_S5,-0.3650661345922712,-0.36280914683536364,-0.3583484728226378,-0.3571236221375771,-0.35579525570337056,-0.3540299104735565,-0.356610326385624,-0.36644908906665846,-0.3445337952844431,-0.34240136881230254,-0.34158388616074453,-0.3409380453281433,-0.3398180939770581,-0.34223464622624705,-0.33980248029132776
L145_S5,-0.44158899512222877,-0.43774759847702316,-0.4344177361191331,-0.43383051379865795,-0.4332085812096804,-0.4320695993617441,-0.4318049997359951,-0.41606796125603923,-0.4317322061359492,-0.4314248297251684,-0.4309309966906812,-0.43000199343620793,-0.42859888046247974,-0.4295893963928833,-0.42858926163780625
L146_S5,-0.3397578885511986,-0.34227603486130875,-0.342683638484641,-0.3462661188757016,-0.3494195540464905,-0.3531842197219071,-0.3607881866677958,-0.3713984007251485,-0.3587573418811886,-0.3610338851692768,-0.36315460572699115,-0.366851605579215,-0.36954261168770314,-0.37394838218789506,-0.37520269761943337
L147_S5,-0.3456644751216861,-0.34375196087565474,-0.33927005683041517,-0.3386497518811957,-0.3378313596408702,-0.3355194966688574,-0.33850929259786666,-0.35367173474169705,-0.3244474759709012,-0.32210058286227233,-0.3199634459976838,-0.3189507581600214,-0.3176981905665956,-0.3189246891767424,-0.3178259680517962
L148_S5,-0.34828292210230205,-0.34896708235013746,-0.3470962301866151,-0.3489709644856262,-0.3506460725831576,-0.352164488264846,-0.35772290874337626,-0.37033630203459805,-0.3523568277606598,-0.35447245626545304,-0.35598200866399354,-0.35813453718813326,-0.3604235947643037,-0.3637800681884454,-0.3641293537943522
L149_S5,-0.3697867006639245,-0.3669507013080854,-0.362717357835023,-0.3623028556597197,-0.36169993372400827,-0.3620235265347982,-0.3656472198220608,-0.37332762817682313,-0.356536805460601,-0.3563268083058432,-0.3558496877208591,-0.3570639507613326,-0.3597281028368806,-0.36464675065269747,-0.36640955502012884
L150_S5,-0.3484332195275854,-0.3456713962561455,-0.3413447866260068,-0.3403132059398297,-0.33950442209074927,-0.3390861054910305,-0.34233899785652416,-0.35755504831104806,-0.32727368764074594,-0.324812532268637,-0.3234631344573128,-0.3235520691448256,-0.32416486829802565,-0.3273976506364707,-0.32899260979937234
L151_S5,-0.3556945277885516,-0.3548168337217429,-0.35067036702708626,-0.3517139309177278,-0.35259263262827417,-0.3527307333768198,-0.35674050609006847,-0.3670227880839958,-0.34833317975343214,-0.34806879291480386,-0.3481750730190605,-0.348223717560088,-0.3480770606152067,-0.3496341378267438,-0.3486575727111689
L152_S5,-0.38106411971749493,-0.3786995844755681,-0.3753334275808736,-0.37637030542536537,-0.3775070817746816,-0.3779502938112701,-0.38196131010869355,-0.38469729961132576,-0.3802620871500855,-0.3826607108200922,-0.3857598344850163,-0.38782673065356216,-0.39037942563831035,-0.39522695718083667,-0.3975927062514625
L153_S5,-0.36867838495639316,-0.3662685198912935,-0.3627797959630073,-0.36331825574134413,-0.3639292767765463,-0.36450667068384385,-0.3691151465997621,-0.37679175639790735,-0.36340303473900465,-0.3638655745852304,-0.3648523235246618,-0.366430792477825,-0.3681329985848011,-0.37175962884177044,-0.37217835216383693
L154_S5,-0.37795081590805507,-0.373333578371366,-0.3677088401807371,-0.36583336362270585,-0.3645936058118919,-0.3641471499778287,-0.36836358586421925,-0.37614640593150583,-0.36272942564422267,-0.3625799875903874,-0.36454918827311733,-0.3676427026291076,-0.3712852225996057,-0.37645948059089923,-0.379463053952243
L155_S5,-0.3676774245526356,-0.36363398281116294,-0.35853757115310453,-0.3568663065878821,-0.3544108851595756,-0.3532405991053504,-0.356860846630805,-0.3681862711378481,-0.3508761973202459,-0.3524716654295522,-0.3543187745060489,-0.35640391370174157,-0.3583052940166056,-0.35708304553265835,-0.3542412667766469
L156_S5,-0.34935443027711094,-0.35241822533535533,-0.3527317172238241,-0.35599472597174364,-0.360335822261342,-0.364667637909037,-0.3712366216669591,-0.37968316045130135,-0.3716287594079707,-0.375443139025886,-0.3809874591359668,-0.3875290823623351,-0.3943536652235849,-0.4035159386788554,-0.41130526170808096
L157_S5,-0.3426963565802069,-0.34523245915150735,-0.3447494485476635,-0.3464879127501861,-0.3487467837273413,-0.35069535592526574,-0.35581184040778135,-0.3594379704044839,-0.35771541675645285,-0.3640581294655152,-0.37192788522936077,-0.38024893675648747,-0.389174734264024,-0.400200498129203,-0.4064492914380636
L158_S5,-0.3187213611688583,-0.31778883113630463,-0.31481482604548977,-0.31538652014766416,-0.3159220075285542,-0.317007448679131,-0.3233297335726425,-0.33972943508841263,-0.3156455413350743,-0.31680451460032044,-0.3197966414148234,-0.3244371188383681,-0.3295805459516312,-0.3371805190136608,-0.3432761485416599
L159_S5,-0.3318565381934476,-0.3309898645582988,-0.3291086974876034,-0.32994607507232243,-0.33099138737479056,-0.331598269695751,-0.3378364451719879,-0.3504254854167469,-0.33609199187790423,-0.33959961439874625,-0.34403783819705636,-0.349958288636549,-0.35687394679097156,-0.3661900536372869,-0.37425479072688456
L160_S5,-0.4105162804842359,-0.4084137975549722,-0.4064882694985114,-0.40757219837726305,-0.4093400071265425,-0.4100489561183151,-0.41358362540750143,-0.4093531968865928,-0.41771655347611086,-0.4216304205624446,-0.4261898972009179,-0.43163708524292205,-0.43771401629253415,-0.44565495238812597,-0.4520652580876766
L161_S5,-0.33526327983320253,-0.3327136071463051,-0.32901860818865464,-0.3284905527710177,-0.32869535818020384,-0.3289990984097641,-0.33609718377190984,-0.357694451810588,-0.3274234694929271,-0.3282898468714279,-0.33020348310607117,-0.33335156673291605,-0.3370136159259649,-0.3430686380361458,-0.346675924837376
L162_S5,-0.3261595500731852,-0.32669833990815894,-0.3247790592985226,-0.3260075010355776,-0.32743254212318107,-0.3299297667828352,-0.3383435405323239,-0.3603762631898486,-0.3346113614374903,-0.3370122593266836,-0.33995673953274563,-0.34301053011453847,-0.34602551467304254,-0.3513538182952862,-0.354516682243852
L163_S5,-0.3505936172120998,-0.34936486910121584,-0.3476189265151692,-0.3482639965107067,-0.34871470684888756,-0.3495293649082575,-0.35499291924377596,-0.36969728809090296,-0.3477676100274366,-0.3490744471845268,-0.35153361913934605,-0.35540043630611934,-0.3603855600495227,-0.3673121793541607,-0.3724701880654011
L164_S5,-0.3484536681568756,-0.3482336916044711,-0.3472978161426787,-0.3484034840645818,-0.3504510789272938,-0.35368182906273266,-0.36122640788217575,-0.3750584737253064,-0.3593106344061857,-0.36234698000416043,-0.3667288750818414,-0.3720355808582515,-0.3786212652403146,-0.3875074012667873,-0.39567375458158627
L165_S5,-0.3301756608657894,-0.3282346197743927,-0.32622940781427157,-0.3257172629576388,-0.32527494998297385,-0.3263386451852519,-0.3331923599018056,-0.3550833170307444,-0.3228416180803031,-0.32440072372214546,-0.32722746480321063,-0.3309948554615295,-0.3348821194608939,-0.34074304009040257,-0.345937005291216
L166_S5,-0.38834178688189336,-0.3861825476573483,-0.38306683571835415,-0.38299813019023504,-0.38284366139533516,-0.3829893033430781,-0.3848873260237073,-0.3883719953561905,-0.3822796405141653,-0.3848718557268924,-0.3889700207599692,-0.393604423479025,-0.39842881323582924,-0.4043963056030694,-0.4106812852024347
L167_S5,-0.38291472066826215,-0.3819468045975895,-0.37769002092565146,-0.37746021438669947,-0.377812656248373,-0.37906399090740345,-0.38315639006984376,-0.3889534931707048,-0.3845165465360841,-0.38914851579910115,-0.39534949410927,-0.402606507873112,-0.4092881124151243,-0.4173212780370614,-0.4244274279111513
L168_S5,-0.37994660212678305,-0.379048905254676,-0.37537445835069183,-0.37530205602208633,-0.37588719941276544,-0.3771340183901129,-0.38149205768569594,-0.38743370257082577,-0.3822526306719687,-0.38587427378014,-0.390444797817086,-0.3965516942247824,-0.40356970948060916,-0.4115973725341188,-0.4181518364524507
L169_S5,-0.37939039941008834,-0.3755895321987462,-0.3702473960699262,-0.36829042388847977,-0.36647601210010083,-0.36577643245008834,-0.36990606399013704,-0.3805702736301917,-0.36940249362691724,-0.37292455355392506,-0.3771910509856726,-0.38198587638699005,-0.38677544235814837,-0.39267860663682513,-0.39735311718649546
L170_S5,-0.3769365638952588,-0.3717598059607778,-0.3660836649066322,-0.36571726839153035,-0.36707703150691917,-0.3676426717513125,-0.3729811810782645,-0.38286458227471726,-0.37588812967436863,-0.3817869323717407,-0.38912800394662067,-0.3973420017566611,-0.4009065032272739,-0.4099020199943975,-0.4174868088609066
L171_S5,-0.3632850589810908,-0.35999537710417245,-0.3551373690977324,-0.35380711060817555,-0.35244068951980884,-0.3519512271187778,-0.357038708436296,-0.3710157722386492,-0.3518739245213871,-0.35308088318104164,-0.3558288371480016,-0.3598256847738318,-0.3638599148119619,-0.36979438834168993,-0.3734987043629855
L172_S5,-0.38595645427518627,-0.3845840850346241,-0.38165484205265265,-0.38181725108506936,-0.3823785466577552,-0.3835792441379484,-0.38887294418419943,-0.3929820593374786,-0.3913140234888963,-0.39692757115178484,-0.4035686295406947,-0.41173965225750025,-0.42114330014674495,-0.43270261103421015,-0.44078740521648657
L173_S5,-0.3815753354497511,-0.3794329752212344,-0.3759908118712223,-0.37596137296928445,-0.3762763425961127,-0.3769853075526248,-0.38215506594786675,-0.3880975751805228,-0.3811943359459017,-0.3848694285645359,-0.3906805696793984,-0.39765701944419324,-0.40549473177972656,-0.414712107670997,-0.42257266521195164
L174_S5,-0.37367398509200017,-0.37378897561742813,-0.37298486199540815,-0.3744512685816808,-0.3767060039417174,-0.37950603795729937,-0.3853535510117178,-0.39223678678224605,-0.39288059433629935,-0.40097688701659834,-0.40961850344982415,-0.41939876651000324,-0.4296886914737542,-0.44074299150958807,-0.45089343618114003
L175_S5,-0.34958243249369714,-0.34479169314226643,-0.33703923171486283,-0.33506899374352167,-0.3345164674911855,-0.33510441367191257,-0.3411681373752706,-0.36026123093148704,-0.3332936085303226,-0.3348399490175879,-0.3361290555231652,-0.3408835685851866,-0.3470221794440371,-0.35387556016714966,-0.35915321580016124
L176_S5,-0.38798291343784963,-0.38873478403035916,-0.3865812103506117,-0.38743400767992564,-0.38870613299695467,-0.3905286159667189,-0.39486272430613917,-0.39713150686049664,-0.3985051893537257,-0.40319207719399286,-0.4088574575405236,-0.41581830231712613,-0.4226491643646029,-0.43087497538152403,-0.4398671145089963
L178_S5,-0.3383857855258231,-0.33663935087591307,-0.33215121826695126,-0.3304095896147022,-0.32922378254631096,-0.32946729242009754,-0.33443436510525565,-0.35505797093991903,-0.3248894552068457,-0.3268133231045379,-0.3296966537966106,-0.334537422789741,-0.3407984581560038,-0.3491247718170517,-0.35728501820012226
L179_S5,-0.3401290311728166,-0.3356087631323146,-0.3300898680702134,-0.32923564156811413,-0.32947870931718054,-0.3313588615892455,-0.3380680439484996,-0.35889156717726634,-0.33235563037404053,-0.33612310885007424,-0.34128636452496947,-0.34852768199542594,-0.3563111882559473,-0.3667936903711608,-0.37719031656026586
L180_S5,-0.37426495047848823,-0.3672350959737989,-0.35899872132693117,-0.35358704949833547,-0.34869275951099815,-0.34503944154563626,-0.34647901520135743,-0.360460100259502,-0.3322181257228578,-0.33274773506625765,-0.3328507039138702,-0.3353214141775088,-0.33856915813863886,-0.34406760361336275,-0.3501772092727667
L181_S5,-0.31530541764592274,-0.3120250382810241,-0.30718042693952713,-0.30648357540468363,-0.3070535947644628,-0.30981540037380034,-0.31985121077248646,-0.3479727637045623,-0.31811980657629657,-0.32668872877023597,-0.3374626902409386,-0.3499946064651868,-0.36432486979469225,-0.3802257480715179,-0.394459388822392
L182_S5,-0.2979813389112266,-0.2967171067567666,-0.2920159895986614,-0.2924603111374704,-0.29421018145724315,-0.29669452878927405,-0.3068181031531027,-0.3394408795928615,-0.30008296134943047,-0.30470349214477277,-0.3109968977238269,-0.3183483559154425,-0.3266759356922372,-0.336677234986174,-0.3459355125244561
L183_S5,-0.378319913666744,-0.3770974640436387,-0.3749793141978771,-0.37378328781126063,-0.3737169453468528,-0.37490335582779155,-0.37808543646648307,-0.3847343438979168,-0.37428554570403677,-0.37376920605399805,-0.3706720391872483,-0.36766875672356514,-0.36409355663133064,-0.3592413889677564,-0.3524477075146039
L184_S5,-0.3564173868339618,-0.36383241896055146,-0.36886483752170307,-0.3750386757961359,-0.37936754072500123,-0.3813828994612013,-0.38597114774908237,-0.3906789770461288,-0.3876406849501581,-0.38820434964241024,-0.38728994575471654,-0.3853097472253611,-0.3853860109406403,-0.3845059430484825,-0.3834009726649099
L185_S5,-0.33174407073235124,-0.3329175300095016,-0.3321672737855757,-0.33316555178163687,-0.332542051209517,-0.33136784960689586,-0.3337077807083562,-0.351676704938841,-0.31840136371919453,-0.31647037524923793,-0.31368742356756085,-0.30936048284560524,-0.30260073745456634,-0.298722625034135,-0.29556657651126
L186_S5,-0.5262125801455172,-0.5310573968523944,-0.5388294496542032,-0.5453512463129102,-0.549949003828712,-0.5522410295323409,-0.5491203760616243,-0.49983507179932973,-0.5778820276488633,-0.5846143469138092,-0.5940764732250087,-0.5997280584347955,-0.6040705607364729,-0.6092944643333263,-0.6187492350509317
L187_S5,-0.36517655719043857,-0.36394215323671103,-0.3568446059114738,-0.3545833891688714,-0.34850029824027545,-0.34168445968450384,-0.33972026659269905,-0.3562004947263579,-0.32192573888581816,-0.317895119552522,-0.31171463859719256,-0.3053205191686589,-0.29858070096782097,-0.2876154050317455,-0.2777421950144439
L188_S5,-0.34779215499933613,-0.3454510132515251,-0.342498108047202,-0.3413727915198867,-0.3376903902013496,-0.33268581983144696,-0.33195565270958305,-0.3502685346235586,-0.3116407183693776,-0.30689602880683964,-0.3006309552331843,-0.2938172417066481,-0.2862807399388639,-0.2787417929942445,-0.27148302399010243
L189_S5,-0.3336345465102345,-0.33170679516254115,-0.3291033456480618,-0.32691460332692635,-0.3234491002962492,-0.31952654489877813,-0.32116663127437317,-0.34498436211127864,-0.3035484059512615,-0.3001695528627717,-0.29603741364364383,-0.29151105958814894,-0.2860253639967633,-0.2802174339268001,-0.2747917415134635
L190_S5,-0.33763532083087106,-0.3449535511996018,-0.3504170466221215,-0.3545366045234723,-0.35559097663532274,-0.3553666738259219,-0.3584313285303532,-0.37188436327424396,-0.35093430940497194,-0.34984143048919075,-0.34850066273368224,-0.34519907404897177,-0.3408815135535866,-0.33619371740085446,-0.33231550860695264
L191_S5,-0.34445902842502607,-0.350305840519284,-0.3539278533613514,-0.3566393144194643,-0.35724800064597495,-0.3578808674904871,-0.36079348467902317,-0.373326653327176,-0.35418940462969606,-0.3567248629323144,-0.3581512701862888,-0.35910011771909,-0.3577526263242784,-0.3555367015569664,-0.3531187061731876
L192_S5,-0.3483422231272438,-0.3480581167626158,-0.3479257653155491,-0.3476072787104752,-0.3463140057351358,-0.3434444769589508,-0.34529453126266196,-0.362156338645512,-0.33313809731767546,-0.3303424171709348,-0.32817376003289955,-0.32539875177925554,-0.3213176982201376,-0.31661657692983924,-0.3122101795009799
L193_S5,-0.36128927276236283,-0.3587334329283376,-0.356210412925805,-0.3547497345747348,-0.3522684873302149,-0.34968052702328656,-0.3504820411130253,-0.365036531927964,-0.33576378137121216,-0.33142331347371023,-0.3269307451125455,-0.323064936530271,-0.31673723185437486,-0.3096352216059555,-0.30217057665714286
L194_S5,-0.3252782141507756,-0.3215051652889081,-0.31602701770164154,-0.3143745855953285,-0.3099784996024199,-0.30617852159545145,-0.307492464296475,-0.33604304114778233,-0.28611478053345285,-0.2819359001863876,-0.27629031725732295,-0.2719807524791745,-0.2659973698992528,-0.2596732582851457,-0.2529771944673832
L195_S5,-0.3604835967683272,-0.3648236852551927,-0.3656260826258332,-0.36818472524517065,-0.3680646617119436,-0.36767617254437307,-0.3692763575128241,-0.3776184288986755,-0.36018395263720926,-0.3578818103222611,-0.3555305135671166,-0.3519431369234053,-0.34911641741299626,-0.34553260107705924,-0.3427768180604669
L196_S5,-0.40748170389756344,-0.41190060417994195,-0.4135821328107816,-0.41713099453815294,-0.4185325651886932,-0.4185573404631695,-0.4173293193452673,-0.4098055271228621,-0.4154698256933933,-0.41344279287974467,-0.4107251877014943,-0.4082341922759405,-0.40586886917818393,-0.4028028262652864,-0.3985435986775311
L197_S5,-0.3440940203921952,-0.34453290314099017,-0.34243299399944693,-0.3437562092882731,-0.3434549429108471,-0.3424427215371903,-0.3447791104561114,-0.36230597806634673,-0.33198813282415335,-0.32972510887825696,-0.3262386664826968,-0.3231675738720735,-0.3195067800653631,-0.31365313110031745,-0.3092485302493001
L198_S5,-0.3845403866968367,-0.38022763427108985,-0.37491776804314975,-0.37373217125425057,-0.3712841673546472,-0.3684761061152568,-0.36863000014308234,-0.37726309620229576,-0.3572963549623722,-0.35544008499159035,-0.35379911407482995,-0.35184523668968604,-0.3504119263715555,-0.3484884444288245,-0.3486650365449685
L199_S5,-0.37057908504892145,-0.3786858676910482,-0.38390261466008646,-0.390475876013188,-0.3952168951946928,-0.3985459277108571,-0.4022837243182215,-0.4022660399519419,-0.40534113486966644,-0.40806986447650256,-0.4108599144799584,-0.4137710821071746,-0.4162057731932427,-0.4167222027898415,-0.4194751741851191
L200_S5,-0.4111031561448659,-0.4165963167472695,-0.4206492369253442,-0.4268318773998845,-0.43157350453691784,-0.4344424360214442,-0.43647860249730147,-0.42492495772505867,-0.44414773026565524,-0.4462758271306664,-0.4499972416786919,-0.453927547328368,-0.4560257909128879,-0.45775505598552707,-0.4616853934719764
L201_S5,-0.360221854313412,-0.36126646580302063,-0.36090665212347917,-0.3624735329771941,-0.3634067613091017,-0.36366343120973554,-0.36608619789518754,-0.376206846609628,-0.35874179075992385,-0.3583534888735471,-0.3570574170563773,-0.35579598483106567,-0.3545848779360937,-0.3516944092987818,-0.35084149048093083
L202_S5,-0.3982695964023077,-0.39788753711436714,-0.3976077837526341,-0.399312975699681,-0.39936072141389367,-0.3980760995154964,-0.39796206087416347,-0.3959148945008757,-0.3935893980739436,-0.39315414274149707,-0.3914191611256216,-0.39096585427668873,-0.38898999422080227,-0.3861602422083181,-0.3829277656020156
L203_S5,-0.39144179908229465,-0.3879867620478716,-0.38556703675749576,-0.38516755152503684,-0.38438926045977945,-0.37956405152577,-0.37869924891011375,-0.38246781846833444,-0.367430775146565,-0.3644448573343226,-0.36154029022075074,-0.35892405520199816,-0.35506768594821103,-0.35026742422386836,-0.3462751169623377
L204_S5,-0.36132608029508523,-0.3576772405203019,-0.3541802817930593,-0.3546111134031819,-0.35076002991450655,-0.34729870234593613,-0.347547699751797,-0.36186437117619585,-0.3315805297510046,-0.32739746017834315,-0.3233925632876411,-0.31914971669951536,-0.3146228122000218,-0.3084842064736066,-0.3021750549574226
L205_S5,-0.34909882241098283,-0.3522179602813642,-0.35467889484367654,-0.35738093768727197,-0.35893034850803796,-0.35470237761230755,-0.3591881872771235,-0.372102242170378,-0.351211774147537,-0.35052750838197044,-0.34884309329561203,-0.3464094051642266,-0.34365727151392683,-0.34081906486796854,-0.33753795311653023
L206_S5,-0.33932744490463895,-0.33861182448988103,-0.33702228422298136,-0.3369802331463064,-0.33586031987272313,-0.3331589163968623,-0.334950542770553,-0.35390179925842025,-0.31755996621076693,-0.31314030849607655,-0.30776265309557677,-0.3023164031259031,-0.29683886627458733,-0.29059405581678055,-0.28503510702002954
L207_S5,-0.356769103257754,-0.3602706272468726,-0.36214292705756773,-0.36439343620320075,-0.36508826504278447,-0.36475016425291773,-0.3670095655662472,-0.37592950188501895,-0.3591469383928729,-0.35849102807375055,-0.3577021809247415,-0.3564726017689478,-0.3548355965661804,-0.3528864778110163,-0.3519692757680498
L208_S5,-0.3656795934709786,-0.37248313773112945,-0.37721459917971406,-0.3820745666347643,-0.38542247359734344,-0.38735176027356666,-0.3909187333767195,-0.394028560433675,-0.3897302645600954,-0.3907730964697396,-0.39159719294002077,-0.3921051287706957,-0.39207080611805895,-0.39157092562768886,-0.39265239465950974
