Probe,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274
L001_S5,-0.4147244324100835,-0.4143435722192524,-0.4144825407023455,-0.4139074464595597,-0.4130905396306759,-0.41211397366384916,-0.4111250706095758,-0.41064632562161846,-0.41027549718793765,-0.4093107384869019,-0.40875037010663245,-0.408270403284513,-0.407805180629162,-0.40710348244568273,-0.4067100462615168,-0.40634430168920915,-0.40588014983235676,-0.405754833970207,-0.40540833794485825,-0.4050352311710777,-0.40491379559117463,-0.4046439771809156,-0.40470763280046834,-0.40482401546670765,-0.4051269714262626,-0.4039738245498407,-0.40266913685592254,-0.401559662498048,-0.400673028659692,-0.3998194301730331,-0.39920795279319665,-0.3986334752513483,-0.3978514898618048,-0.3971580982865533,-0.3965816173894618,-0.3961906322080116,-0.39573980182267116,-0.39518140378281735,-0.3949343859106563,-0.3951514518102652,-0.39473979103705203,-0.394288455588453,-0.3941696251515332,-0.39341871493438413,-0.39298996833773336,-0.39229390401986397,-0.39148635969278,-0.39048458749371456,-0.38955236706612906,-0.3889498514891553,-0.38849730586760184,-0.3876464575338009,-0.3868521362166217,-0.3862986575447145,-0.38566227593589825,-0.3853797354925358,-0.3853699343221467,-0.3850894157243284,-0.3847016365345591,-0.38435572771347915,-0.3838195876125369,-0.38327151180107855,-0.3825502556695631,-0.3820880987775247,-0.38180349245565004,-0.38169414832241333,-0.3818309403230898,-0.38130136663319975,-0.3809979089974681,-0.3809302127204694,-0.3805589867307772,-0.3798000706075771,-0.3791368513688703,-0.3786620706315817,-0.3779533642934013,-0.3770268272091292,-0.3762431135457409,-0.37567540564367913,-0.3750794124558877,-0.3745391367944297,-0.37395162187759196,-0.3732548896206396,-0.372577029494753,-0.3720778657400345,-0.3718841747207454,-0.3716293242056593,-0.3711322662300604,-0.37022173002130554,-0.37014477474385254,-0.3699680872754035,-0.3694366265701665,-0.3687082089860684,-0.3685407914660165,-0.3682913908070081,-0.3677594783002591,-0.3671635634796856,-0.3665590641039165,-0.36587678524545575,-0.36537356682053124,-0.36492811598839386,-0.36473079819123216,-0.36449435477573894,-0.36409053274464964,-0.36368822754227964,-0.36324412975658754,-0.362813787646481,-0.3628051431630198,-0.36212426210029747,-0.3618634918978333,-0.36193925969018487,-0.3614944354934684,-0.3612154371272822,-0.36054138821297277,-0.3598847620326406,-0.35924565552628285,-0.3586807063308345,-0.35792004005087735,-0.3572436194776287,-0.35670239370989953,-0.35628541015133136,-0.355907255013144,-0.3554325709272997,-0.3548482645590243,-0.3542992765990915,-0.3539556541314981,-0.3533444264871402,-0.3527253533603076,-0.3520913380639951,-0.35159259907467644,-0.3507853421656816,-0.35031644817948265,-0.34975922720490155,-0.3490537855086789,-0.3483259178920733,-0.34781499130621074,-0.34725770699910574,-0.3463059558082599,-0.3455665336939858,-0.3446797136216928,-0.34392812439719017,-0.34306553139088264,-0.34217454181026885,-0.3409215428204082,-0.33986472951897956,-0.3381863524051304,-0.3360407746119692,-0.33423296633365096,-0.3315328701727227,-0.3285734084665249,-0.32592724699710923,-0.32333584900669143,-0.3204319096326849,-0.31728784252523184,-0.31347276567012855,-0.3086357321657512,-0.305073065226009,-0.3096869771304473,-0.32302162144731267,-0.3365045176778895,-0.3444714790733849,-0.3429739001050145,-0.3422556961203439,-0.3419596623430328,-0.34170214644655084,-0.3412919927161863,-0.3406864121648826,-0.34047114627638686,-0.3396956231076916,-0.33955311076444006,-0.3399212775707445,-0.33996424904635275,-0.3394430812544367,-0.33876553147772825,-0.3381605199950141,-0.3381624972266159,-0.33797113626967984,-0.3374471480362374,-0.33683409523556107,-0.33623525053776726,-0.3355918627415097,-0.3346217155245743,-0.33372132186842457,-0.3330003926512122,-0.33233511254477777,-0.3316794645474166,-0.33086213837721734,-0.3299834712003057,-0.32932432483045465,-0.3285222824117954,-0.3278478050779756,-0.327076041344876,-0.3263356644601717,-0.32586530521701856,-0.32493386363267923,-0.3240801839848671,-0.32359824276293075,-0.32282674650204396,-0.3217088621259708,-0.3209414132267769,-0.32041742903050985,-0.31985721383286925,-0.3192236478395216,-0.31859699379167594,-0.3178756089059808,-0.31723931701833724,-0.3166591487840933,-0.31620871070817463,-0.31560973889136573,-0.3149860436968688,-0.3143497534469022,-0.314012439717189,-0.31341719031467863,-0.3128763000226694,-0.31238646689391775,-0.3116756879220744,-0.31123932078084693,-0.31080507481579855,-0.3103311037751732,-0.30993998232306086,-0.30931696516831625,-0.3085383504656455,-0.30795214665374904,-0.3074942058231012,-0.30700020943558326,-0.30627839400678797,-0.3057034317154058,-0.30512538265030664,-0.3046339233071347,-0.30432467462835794,-0.30358366315177887,-0.3029959896468083,-0.30238864426283363,-0.30165650994372406,-0.3009498260187543,-0.3004876733974415,-0.30004177230283435,-0.2994405388723545,-0.29858560404217344,-0.29811084074925825,-0.29785192295537866,-0.29740251975171883,-0.29643847691152786,-0.29538675130255254,-0.2945981153463973,-0.2944143901663247,-0.29424833609097983,-0.29397844378411453,-0.29287131137898736,-0.291960102157709,-0.2912896548943557,-0.2906274305402878,-0.29010299787654414,-0.2897638224567465,-0.28921916119798996,-0.2884152575194619,-0.28773955158112385,-0.2871920496873307,-0.28659145283854687,-0.28581199655186745,-0.285173362415176,-0.2844386571601885,-0.2841789285126911,-0.28406092631898683,-0.28305812276408887,-0.28249457244493736,-0.28183508730396784,-0.28116316702785,-0.28023624734142444,-0.2794552212973328,-0.27898436744596766,-0.27843593849987675,-0.2780146856115668,-0.2774594918044758,-0.2764254832180789,-0.2753686390202244,-0.27476897597269173,-0.2738830817846391,-0.27312112621810064,-0.2726324965314635,-0.27214394408226916,-0.27172616320933796,-0.27129480257962046,-0.27057435855509493,-0.2699829804192404,-0.26973316044301104,-0.269267300281505,-0.2684762049077253,-0.26792043457016007,-0.2673964121517399,-0.26675875003293614,-0.26618505659808644,-0.26538089848809715,-0.26477139782583636,-0.26440248226518615,-0.263895453626917,-0.26321691290700083,-0.2626089175766689,-0.2619713716835219,-0.26148298168434597
L002_S5,-0.4351835102484114,-0.43452365297209833,-0.43448329212210096,-0.433781358854354,-0.43275186538223365,-0.4318632914661987,-0.43120313107479585,-0.43065755248820403,-0.4304836233402431,-0.42974252553912495,-0.42891635454822574,-0.42856319931322784,-0.4282787077579375,-0.4277433548722038,-0.4275550403459242,-0.42704902069039447,-0.4267059530676947,-0.42664247711147474,-0.4260286314358331,-0.4253708441032463,-0.42519314278453024,-0.4244767907965465,-0.4235733577662162,-0.4229060271892553,-0.4237177525824017,-0.4236170879024411,-0.4233246776913287,-0.421529819426408,-0.42095166515814414,-0.4204738983873224,-0.41996471185559225,-0.41977604258846596,-0.4194002678378078,-0.4186544463416554,-0.41786917203549573,-0.41751477317053215,-0.4172762451056184,-0.4169597936294354,-0.4168301701719469,-0.41675922787804026,-0.41648202525427247,-0.41611663680249744,-0.4156473147030642,-0.41524566939831487,-0.4143234526558666,-0.41339305192695663,-0.41280891115934154,-0.4122541943237045,-0.41173456634228667,-0.4111262922797342,-0.41055089223292324,-0.40985374713626804,-0.4092887683439739,-0.4085739982654353,-0.4079702117561339,-0.40734408563674207,-0.40693604549306034,-0.406591004731049,-0.4061571120769856,-0.4058661863992913,-0.4054136120792565,-0.4048245987475858,-0.4044830587183634,-0.4040483201023021,-0.4036627161102701,-0.40363304096213,-0.40350939136294334,-0.40324470665079526,-0.4027432608563452,-0.4023405665818784,-0.40176609465367474,-0.4011363134208853,-0.40040526629750384,-0.3997143378986985,-0.39926012615920703,-0.3985348332873249,-0.3978532781781189,-0.39706543903199437,-0.3964647848112022,-0.395893777951475,-0.39532506269511963,-0.3945734807377029,-0.39398992346506917,-0.39374027800454525,-0.3933790676508546,-0.3928268848904669,-0.39260458951892063,-0.3921765920016081,-0.39209488246356367,-0.3919703848291986,-0.3915258459647347,-0.390755917767568,-0.39050508446730975,-0.39033391716682847,-0.389758011799211,-0.38940200113493556,-0.38888972828086377,-0.38814868056276053,-0.38763418174441994,-0.38696888380144906,-0.3866697300443552,-0.38650255551267554,-0.3861300015087596,-0.3855825122310939,-0.3849171013222917,-0.3845663402735231,-0.38458606563151754,-0.3837766313356466,-0.383274940940462,-0.38330048593898347,-0.38283769752936786,-0.3824831511888358,-0.38210623761668644,-0.38175092949381345,-0.38105057398099,-0.38020074927513153,-0.379464602210069,-0.37870120008244934,-0.377916034517911,-0.37742682156957646,-0.37716750002869737,-0.3767809834283115,-0.37608550889892517,-0.3753775547573503,-0.3748114237091466,-0.3742738059383888,-0.3735622864312572,-0.37300292034240856,-0.37254260669179035,-0.37178688832056433,-0.3713851270165065,-0.3707466613075312,-0.37024462927704566,-0.36971198847731745,-0.36887814138405234,-0.368302147461382,-0.3675008201239788,-0.3668337664865975,-0.3659631821913887,-0.36508307958884845,-0.36411903233399423,-0.36284775348541914,-0.3612689267299571,-0.3603969162204346,-0.35898278066747924,-0.3573438549502492,-0.3547505031743627,-0.35162072527439947,-0.3497657077973224,-0.3466907024633168,-0.3444686300389307,-0.34113801944022704,-0.338213022560196,-0.33500584418273366,-0.330884904838957,-0.3263373121281638,-0.32770406711128264,-0.3375219851452701,-0.35030742266654785,-0.3621498048986973,-0.3628140683549369,-0.3609946322900304,-0.3600391533895836,-0.3607682535728509,-0.3604615180986793,-0.3599960769807238,-0.3598558380138221,-0.3589518006557072,-0.3589023529101364,-0.3586983139249037,-0.3582937883597899,-0.35787349594186924,-0.3574849673155543,-0.3570078614950169,-0.35657823093271224,-0.3560422183619129,-0.35559234262415224,-0.35518816531581704,-0.354629116375986,-0.35382474106099354,-0.35325591637455517,-0.35279793616386157,-0.3521780337250801,-0.3513438322990186,-0.3504600498752286,-0.3495725767521485,-0.3486052291493523,-0.34779752567092337,-0.3470344918778946,-0.3466622399730265,-0.34602471238599797,-0.34515291798485886,-0.3446679860517668,-0.3438738867830599,-0.3431185945210481,-0.34252096807242804,-0.3415861224650059,-0.34064070662331725,-0.34004455060196775,-0.33940038174513965,-0.3385662010455152,-0.3379099446956212,-0.33744404575970816,-0.33676327642252557,-0.33621291408563886,-0.33558754649413,-0.3350644429098867,-0.3344820385370302,-0.33380412546127813,-0.3331269649883091,-0.3328018391380084,-0.33230317083901506,-0.3319362613887237,-0.3315548097359405,-0.3307848453678576,-0.33028609256504093,-0.3298563115740237,-0.3296160839199554,-0.3289483125376661,-0.3284212381083839,-0.32801723696296337,-0.3275315440331392,-0.3270677568294615,-0.3264249619823476,-0.32582019446640503,-0.32534446255788374,-0.32488917693307445,-0.324569780770249,-0.32404650534116636,-0.32341582925826867,-0.322918563678762,-0.32244630711811795,-0.3218153779400494,-0.32131033534427667,-0.32096230267723436,-0.3205814462108715,-0.32010389171384623,-0.3195083245277659,-0.3190890578982031,-0.3186883270281287,-0.3182029836379962,-0.31747045570536037,-0.31681535765158986,-0.3162516273560455,-0.3158098643137695,-0.3153222318654235,-0.31479971945563734,-0.31423371788319426,-0.3137988551158813,-0.31339788410422736,-0.3127939303094545,-0.3122438252876881,-0.3117938642791971,-0.31124017192119835,-0.3105493609287562,-0.30991512682378813,-0.30934544015940807,-0.3087973910908645,-0.3079711279457214,-0.30740714078686443,-0.30693384872796237,-0.3064648691534208,-0.306353628600023,-0.30548687505033506,-0.3048823806297059,-0.30432071407544775,-0.303703177342647,-0.30312571696249496,-0.30313064708009985,-0.30260268641156407,-0.30211884194765243,-0.3016799486623504,-0.30115700372819515,-0.30040306363787517,-0.29951043429261437,-0.2991043102576426,-0.2984194047956856,-0.29780921592342074,-0.2973964290790386,-0.29685206612139153,-0.2962255031497381,-0.29558444898618985,-0.2951636878220202,-0.29469954828485967,-0.2940619928089412,-0.2932338662147408,-0.292630947305006,-0.292187426841472,-0.2918483639094834,-0.2913199345157631,-0.29114147038425353,-0.29103164438515466,-0.29018690792565294,-0.28916184348763185,-0.2882942232001889,-0.2873203015110885,-0.2865214884987198,-0.2856535234637709,-0.28478106976522544
L003_S5,-0.42887749121201896,-0.42799896219815514,-0.4277762128307372,-0.42727644375324664,-0.4267662601635134,-0.4260152880890324,-0.42495444689098594,-0.4241495196026738,-0.423851013796972,-0.4228803832462781,-0.4226373565272521,-0.4219718839364767,-0.42130083896123877,-0.42115006229150953,-0.420574923388108,-0.4202487551835831,-0.420003830935595,-0.4194535050818244,-0.4187541979071118,-0.4181924664506928,-0.41802254488190727,-0.41783484477330046,-0.4178041931011743,-0.41780312817553017,-0.418350771117683,-0.4173820071191719,-0.41628051456451165,-0.4157586272865609,-0.41532480025587093,-0.414293964826295,-0.41376133338032767,-0.41313382830058176,-0.41267646915900447,-0.4122308743218227,-0.4117069851642754,-0.41130350772505625,-0.41089106845389034,-0.4108841997732183,-0.41085204486376564,-0.4110559264513252,-0.41036758386977706,-0.409972408016322,-0.40929020592276155,-0.40872989269567767,-0.40815646223112895,-0.4070346499685374,-0.40629766222156605,-0.40614154610050546,-0.4058228852147439,-0.40536362906544865,-0.40470321533088166,-0.40435089830935356,-0.40379517141263327,-0.4033515499624912,-0.40298727855622435,-0.40218954862709366,-0.4014339449400217,-0.40074299654598367,-0.4002060871734484,-0.39974804774029393,-0.3990727892342165,-0.39854341340888944,-0.39805599233256606,-0.39777397115236574,-0.3974022344555869,-0.3970409094694329,-0.3969327826205159,-0.3966356848747447,-0.39642395080181486,-0.39606779946994014,-0.3955763777883738,-0.395074685115571,-0.394611041696898,-0.39382451108579386,-0.3929984771406731,-0.3923187455433878,-0.3916422807422098,-0.3912007056569407,-0.3906060126723261,-0.39019237895351083,-0.3897686498510096,-0.3891246395576228,-0.3883943379875203,-0.387963634734009,-0.38786102641682185,-0.38751901569499114,-0.3869994325720652,-0.3864212696629012,-0.3861930430227477,-0.3861865372016829,-0.3861300061126265,-0.3855256832663885,-0.3850140112169864,-0.38475204547266867,-0.3845937219229327,-0.3843241966062688,-0.38387160149952726,-0.3832328117765086,-0.3828449789834334,-0.38231731480005543,-0.38223863219095294,-0.38186137032325357,-0.38139658131450843,-0.3809086376798103,-0.38051632999673646,-0.38041433212950215,-0.38020020236382607,-0.37957420030892225,-0.37935961093190174,-0.37938099488415805,-0.37899265184961806,-0.37857054119735917,-0.3781073503774092,-0.3773906154505958,-0.37671537585510956,-0.3762953195249716,-0.37580972112949185,-0.3749437250883116,-0.37424474980320627,-0.37391120687925883,-0.37365052954177275,-0.3732439683393865,-0.37268503093197286,-0.37222522297921784,-0.3716736919089166,-0.37075966050303805,-0.3700017406613327,-0.36932260505187775,-0.3686221374301082,-0.36792821644170787,-0.36748015636998915,-0.36700588028279624,-0.36637007275118394,-0.36551168139141893,-0.3648472671520367,-0.36406715324016586,-0.36297752591025834,-0.3619738991662339,-0.3609429685143054,-0.3602626145386658,-0.3595603626871193,-0.35776201131613294,-0.35668979519532246,-0.3541161858903826,-0.3530548838138126,-0.35034107148542437,-0.3476926514717143,-0.3453284046774265,-0.3421735151244445,-0.3390816735642544,-0.3363192666259725,-0.3325858740869439,-0.3292520644822125,-0.325327632958985,-0.320173368665866,-0.31641705871376763,-0.3217006470608072,-0.33670644163019936,-0.35189207921710647,-0.36210542416440783,-0.3601608260932352,-0.3586990275868474,-0.35842461279379856,-0.3576737545104671,-0.35758112309301976,-0.3569810013311513,-0.3566031524510999,-0.3559994054609518,-0.3561685767355752,-0.3560835830139677,-0.3557149217422271,-0.35533136977808544,-0.3549553138239562,-0.3542640544135607,-0.35374253388416294,-0.3532257343961865,-0.3530559175742287,-0.3526683416998386,-0.3521917666624411,-0.351535483854362,-0.35061011956397425,-0.3499267110530688,-0.34927626047721677,-0.3486699714640231,-0.3478534341530064,-0.34688578369830886,-0.3459357330054838,-0.34554509153335744,-0.3448013757010399,-0.34391442731653277,-0.34290698560770594,-0.3419870967910059,-0.3413831803637686,-0.34042877582573194,-0.33968200007680527,-0.3389012494820545,-0.33793127852739435,-0.3371222564098292,-0.3364627123441195,-0.33569403274313214,-0.3347792828758582,-0.33405992318820066,-0.3334364318057884,-0.3328859954417016,-0.33235387739398425,-0.33153834766312046,-0.33084037343028677,-0.3301972562195196,-0.32961698194848116,-0.32890970910838596,-0.3283808039801686,-0.32784998798425213,-0.3274241728092281,-0.3269787278888466,-0.3262434221757217,-0.3256042937959396,-0.325097494680519,-0.32454360775284147,-0.32408868075606123,-0.3237247710106173,-0.3230401826987508,-0.32234220781713824,-0.32174107966688575,-0.3210970298552351,-0.3205266329469305,-0.3198639813711924,-0.3192875891219457,-0.318830909827259,-0.31815679929162466,-0.3173257607482408,-0.3168976591849278,-0.31657385166676705,-0.3157724385875209,-0.3150056525338254,-0.3143155120514842,-0.31379770069996016,-0.313373004569579,-0.3127170666789941,-0.3120388728966906,-0.3113932373978496,-0.31092516895995326,-0.3103972009324346,-0.3098807357718722,-0.30899738882255384,-0.3082988529961669,-0.30773687544106726,-0.30733020351966506,-0.30664648762551383,-0.3060015194224229,-0.3053613488546038,-0.3045783744509522,-0.30389843649425696,-0.3032077173610369,-0.30236372518305116,-0.30171425475282015,-0.30127328817668164,-0.30068141410143484,-0.29994273471424693,-0.29910747538817983,-0.2984951909212256,-0.29783449770498155,-0.29743707064077307,-0.29718868099100404,-0.2962371169500086,-0.29558212470574685,-0.29477118737331315,-0.2941324359784194,-0.2934920505594779,-0.2928667341684956,-0.29210734338569455,-0.29125595990498276,-0.2905522721221357,-0.2898457951614103,-0.2889059272851653,-0.28809712469295595,-0.28763905965411823,-0.2870194516428609,-0.2864460548304464,-0.2858288674079119,-0.28533467427399106,-0.28475131935466436,-0.28411684640762364,-0.2833650182165579,-0.2826789223830012,-0.28206996206787893,-0.28139279585047505,-0.28074053231687096,-0.2800987588935094,-0.2792790456066628,-0.27836786396224317,-0.2778134931292754,-0.2773274131277256,-0.2767053785635722,-0.2763809007197427,-0.27598346241124044,-0.275112862236526,-0.274239257213478,-0.27311678436510156,-0.2722006935235831
L004_S5,-0.4219023447537585,-0.4215954731104153,-0.42157116043243953,-0.4208912510159633,-0.4203247975936987,-0.42006883347656027,-0.4198614754559057,-0.4194146334015245,-0.4193516997208349,-0.4185697980876728,-0.4180725634874645,-0.41778265142297305,-0.4175626949630073,-0.41749986263089334,-0.4176951483590636,-0.41741847708158625,-0.41678529770831546,-0.41688736283502004,-0.41666773247639327,-0.416280731410065,-0.41636060943051806,-0.41599296058198015,-0.4153184436956579,-0.4141423527961187,-0.4172072905306982,-0.41806253216041367,-0.416555677186653,-0.41524563242968554,-0.41457576953836056,-0.414877321386628,-0.41436166032954685,-0.4136964202211403,-0.4132020491096387,-0.41299084622276067,-0.41262860255557227,-0.4121340839183466,-0.41164863178545125,-0.4111546267994594,-0.4109060640683576,-0.41121784983567994,-0.4111049135661427,-0.41070899684741324,-0.4098289439549906,-0.40942993482075435,-0.40901697252295277,-0.40801975449730654,-0.40751404938576585,-0.4073747996893965,-0.4066265880870684,-0.4057918145674389,-0.4057372557586817,-0.40561530693948605,-0.40523524051114,-0.40471933404183363,-0.403696592890731,-0.40270323100949845,-0.40217699388930667,-0.4017500553573091,-0.40128327565747146,-0.4009117282921493,-0.4004290207871834,-0.3999685563008626,-0.3994959361676354,-0.3991059558456483,-0.3988012247694826,-0.3986279040880452,-0.3990379933555257,-0.39873461305034086,-0.3984495926549108,-0.3981932825409275,-0.39754191462025207,-0.39724447252031414,-0.3966570735291594,-0.3958164058680007,-0.3950571014755336,-0.39442502320868883,-0.3937810539639416,-0.3933038024649046,-0.39332188663757767,-0.39292358805433203,-0.39241050258363863,-0.3919341982911016,-0.3912856739485638,-0.39114078853280393,-0.3909681080962926,-0.39046971614231635,-0.3903184983170309,-0.3899929549966281,-0.3899810431222972,-0.3898902291035131,-0.3893506480243536,-0.38877145580249023,-0.3885403885337078,-0.3884062437589354,-0.38860107672952526,-0.38802780981034585,-0.38770210494261415,-0.3870618388243035,-0.38678313874508086,-0.3865354042529321,-0.3864198561052536,-0.38582051754577124,-0.38529957691327693,-0.3850355694644543,-0.3847351145381522,-0.38464904959910123,-0.3846190420470641,-0.38392437305142985,-0.3837008764225648,-0.38379042232083665,-0.3831798414245999,-0.3825318558775264,-0.38207385796292714,-0.3817024815599999,-0.38105057398099,-0.38039361000353455,-0.3795447531109588,-0.3787971356142146,-0.3782991250968367,-0.37785633105662886,-0.3774843442167086,-0.37723890056035986,-0.37673096999450406,-0.3762087666192459,-0.37581050249130943,-0.37534670874829684,-0.374816217767622,-0.3741116345721919,-0.3734308380088902,-0.3725952266983485,-0.3725656995375466,-0.37232409908904596,-0.3715709197801291,-0.3707768550624749,-0.3700067861690166,-0.3690853313242097,-0.3681326453474826,-0.36747135840909423,-0.3666064407683966,-0.36582680848230514,-0.3647933917492123,-0.36348182004158985,-0.3619933091196168,-0.3607626615609396,-0.3584826906036926,-0.3566365030851153,-0.35389089303109145,-0.3508963515974284,-0.3486958053068356,-0.34577135964003675,-0.34327400744771297,-0.3403898154723915,-0.3367805714959588,-0.3328969732546016,-0.32812198105613766,-0.3282465672495853,-0.33962894925932613,-0.35231594450865283,-0.36135630385699413,-0.3656410893294703,-0.36313516136749957,-0.3617088204199096,-0.36039233414491156,-0.36030241500432003,-0.3598986822929757,-0.3597159879859547,-0.35937943457281735,-0.3587713765049166,-0.35823118630440587,-0.35827342015187663,-0.35804895925052765,-0.35733573848414574,-0.35676687213084257,-0.3560605947645141,-0.3558448610063633,-0.3555049699753871,-0.35507205030621924,-0.3546354298129572,-0.35420664242563826,-0.35340260852643735,-0.35267156861270904,-0.3519706340132941,-0.35120537230121535,-0.3505011610055655,-0.34978006316508364,-0.34890897123885073,-0.34810368744959524,-0.3475220481145304,-0.34656521384072947,-0.34587022338380186,-0.34516854907382455,-0.3442322454948098,-0.3434543878911763,-0.3424020318670184,-0.3416342438690747,-0.3410019790211106,-0.34008213801280296,-0.3391719957543841,-0.3385601851978145,-0.33764389460940564,-0.33655188287016574,-0.33610575051641156,-0.33557704488157686,-0.33500965141460104,-0.3342190784616173,-0.33320944559337834,-0.33246254459925856,-0.33178599573050666,-0.3311891661027115,-0.33052926364782415,-0.32990253709609174,-0.32903536759307384,-0.32822703554579313,-0.32757073847745666,-0.3268190955381052,-0.32625942604690594,-0.3258640155224258,-0.3254368739961068,-0.3249012749228214,-0.32393173396746805,-0.3233741064672762,-0.3226924084206721,-0.32196368707069495,-0.3212080284412166,-0.32044738801400424,-0.3200223767812123,-0.3197306525646339,-0.31916291062561375,-0.31847260122457605,-0.3176886404781129,-0.31697646683537073,-0.31633769394084144,-0.3156465440176765,-0.31491131812768397,-0.3142997985984683,-0.3137819975853515,-0.313216107433349,-0.31254454049807845,-0.31188220211887924,-0.3113306186027398,-0.31056519102964153,-0.30948957089520074,-0.3086624913875975,-0.30815496112189034,-0.3076132005107426,-0.3070515454971829,-0.30659881341760103,-0.3058224646672001,-0.305007436784213,-0.30429084512444166,-0.3035088020844679,-0.3029075183443875,-0.30240324954167774,-0.30171422908025985,-0.30098829323137094,-0.3004708317308789,-0.3000647574425043,-0.29935755742327047,-0.2987381565316156,-0.298295440320789,-0.2977270854669362,-0.2972378153255534,-0.29711217892415076,-0.2964205832263787,-0.29587228047348935,-0.2951678130829864,-0.29460487703302307,-0.2939486224269195,-0.2933685254663963,-0.2926541340498498,-0.29199936943024923,-0.2914770517801099,-0.2909814586721316,-0.2901464077863788,-0.2897146400931725,-0.28951217042465455,-0.28868037196976254,-0.2877438394971075,-0.28677900611101614,-0.28586230348165986,-0.2852030588741554,-0.28458337617131857,-0.2839812544634674,-0.283549329751675,-0.28299934445031116,-0.28257540591214,-0.2819968780514664,-0.2812493490443043,-0.2804135683988414,-0.2798003510280703,-0.2793490430814708,-0.2789808584207415,-0.27875885654587595,-0.27838721150307416,-0.27766152751274964,-0.27695213619769943,-0.276491246544427,-0.275677417026341,-0.2748616426698764
